theta_deg,u_D_meV,selected_phase,selected_indirect_gap_meV,negative_indirect_gap,delta_E_ivc_minus_vp_meV_per_cell,energy_total_per_cell,vp_reference_energy_per_cell,branch_id,gap_family_label,run_id,indirect_gap,vp_reference_name,vp_reference_indirect_gap_meV,vp_plus_indirect_gap,vp_minus_indirect_gap
2.8,1.0,VP,17.609377711833382,False,1.1683790912591974,-31.52579870942634,-32.69417780068554,u_D_up,single_gap,u_D_up_theta_016_u_002_warm,0.93288326651032,VP+,17.609377711833382,17.609377711833382,17.609377710069516
2.85,1.0,VP,17.03542927897696,False,1.13924320920394,-31.284436075522777,-32.42367928472672,u_D_up,single_gap,u_D_up_theta_017_u_002_warm,0.5720259860199022,VP+,17.03542927897696,17.03542927897696,17.035429277541066
2.9,1.0,VP,16.431411566405234,False,1.1111351714986277,-31.037746659810654,-32.14888183130928,theta_up,single_gap,theta_up_theta_018_u_002_warm,0.1753011345539938,VP+,16.431411566405234,16.431411566405234,16.43141156523335
2.95,1.0,VP,15.797356968185532,False,1.0839988596690517,-30.785760304419867,-31.86975916408892,u_D_down,single_gap,u_D_down_theta_019_u_002_warm,-0.2568026110847938,VP+,15.797356968185532,15.797356968185532,15.797356967226737
3.0,1.0,VP,15.133311070076967,False,1.0577816493159382,-30.52850992320536,-31.586291572521297,theta_up,single_gap,theta_up_theta_020_u_002_warm,-0.7238263159177407,VP+,15.133311070076967,15.133311070076967,15.13331106929076
3.05,1.0,VP,14.43933098424695,False,1.0324342566779698,-30.266030868704725,-31.298465125382695,u_D_up,single_gap,u_D_up_theta_021_u_002_warm,-1.2253395490690195,VP+,14.43933098424695,14.43933098424695,14.439330983600822
3.1,1.0,VP,13.71548394303838,False,1.007910580279443,-29.998360380377473,-31.006270960656916,u_D_down,single_gap,u_D_down_theta_022_u_002_warm,-1.7609386694850873,VP+,13.71548394303838,13.71548394303838,13.715483942506127
3.1500000000000004,1.0,VP,12.961846104524176,False,0.9841675395052683,-29.725537103291508,-30.709704642796776,theta_down,single_gap,theta_down_theta_023_u_002_warm,-2.3302448846225765,VP+,12.961846104524176,12.961846104524176,12.961846104084994
3.2,1.0,VP,12.178501531868935,False,0.9611649119280088,-29.44760066792451,-30.40876557985252,u_D_down,single_gap,u_D_down_theta_024_u_002_warm,-2.9329022428754197,VP+,12.178501531868935,12.178501531868935,12.17850153150571
3.25,1.0,VP,11.365541315837287,False,0.9388651710649683,-29.16459132312046,-30.10345649418543,u_D_down,single_gap,u_D_down_theta_025_u_002_warm,-3.5685756593182436,VP+,11.365541315837287,11.365541315837287,11.365541315536312
3.3,1.0,VP,10.523062815543522,False,0.9172333260390246,-28.87654961544403,-29.793782941483055,theta_down,single_gap,theta_down_theta_026_u_002_warm,-4.236949034722818,VP+,10.523062815543522,10.523062815543522,10.52306281529374
3.35,1.0,VP,9.651168997058704,False,0.8962367644025981,-28.58351610921112,-29.47975287361372,u_D_down,single_gap,u_D_down_theta_027_u_002_warm,-4.937723500082628,VP+,9.651168997058704,9.651168997058704,9.651168996851034
3.4000000000000004,1.0,VP,8.74996785304713,False,0.8758450991621061,-28.285531142352824,-29.16137624151493,u_D_down,single_gap,u_D_down_theta_028_u_002_warm,-5.670615801900686,VP+,8.74996785304713,8.74996785304713,8.74996785287425
3.45,1.0,VP,7.819571889371845,False,0.8560300208425069,-27.98263461400341,-28.838664634845916,u_D_up,single_gap,u_D_up_theta_029_u_002_warm,-6.435356832045354,VP+,7.819571889371845,7.819571889371845,7.8195718892276975
